id,gender,wealth_level
1027204715,F,Upper Middle
1081763991,F,Poor
1731267412,F,Lower Middle
1875352870,F,Upper Middle
1748907742,F,Lower Middle
1592545852,F,Poor
1651918646,F,Upper Middle
1859016076,F,Rich
1198199895,F,Poor
1372733338,F,Poor
1689972766,F,Upper Middle
1232345164,F,Rich
1477025225,F,Lower Middle
1635379055,F,Upper Middle
1226135005,F,Rich
1362516329,F,Poor
1636739377,F,Lower Middle
1209326734,F,Rich
1268265333,F,Rich
1225047424,F,Upper Middle
1515822865,F,Middle
1683529769,F,Rich
1353081255,F,Lower Middle
1997613105,F,Poor
1668393189,F,Lower Middle
1909550067,F,Poor
1994043598,F,Middle
1906358896,F,Poor
1324778521,F,Poor
1921277284,F,Lower Middle
1239820248,F,Poor
1173119120,F,Poor
1420209689,F,Middle
1346519139,F,Upper Middle
1027996501,F,Poor
1246629040,F,Lower Middle
1798016270,F,Middle
1466893004,F,Rich
1333637062,F,Middle
1309640770,F,Upper Middle
1412151955,F,Rich
1649131785,F,Upper Middle
1599966208,F,Poor
1668948989,F,Lower Middle
1995942859,F,Poor
1769585375,F,Upper Middle
1190674950,F,Lower Middle
1404661348,F,Poor
1088449243,F,Upper Middle
1417153730,F,Poor
1428484689,F,Lower Middle
1634770424,F,Middle
1861088547,F,Middle
1064178500,F,Lower Middle
1041669397,F,Middle
