violation_date,paid_violations,unpaid_violations,total_violations
١٣٩٤/٠٤/٢٣,7,0,7
١٣٩٤/٠٤/٢٤,9,0,9
١٣٩٤/٠٤/٢٥,10,0,10
١٣٩٤/٠٤/٢٦,6,0,6
١٣٩٤/٠٤/٢٧,7,0,7
١٣٩٤/٠٤/٢٨,3,0,3
١٣٩٤/٠٤/٢٩,7,0,7
١٣٩٤/٠٥/٠١,6,0,6
١٣٩٤/٠٥/٠٢,4,0,4
١٣٩٤/٠٥/٠٣,6,0,6
١٣٩٤/٠٥/٠٤,7,0,7
١٣٩٤/٠٥/٠٥,2,0,2
١٣٩٤/٠٥/٠٦,7,0,7
١٣٩٤/٠٥/٠٧,5,0,5
١٣٩٤/٠٥/٠٨,11,0,11
١٣٩٤/٠٥/٠٩,10,0,10
١٣٩٤/٠٥/١٠,9,0,9
١٣٩٤/٠٥/١١,8,0,8
١٣٩٤/٠٥/١٢,6,0,6
١٣٩٤/٠٥/١٣,10,0,10
١٣٩٤/٠٥/١٤,5,0,5
١٣٩٤/٠٥/١٥,5,0,5
١٣٩٤/٠٥/١٦,11,0,11
١٣٩٤/٠٥/١٧,6,0,6
١٣٩٤/٠٥/١٨,4,0,4
١٣٩٤/٠٥/١٩,15,0,15
١٣٩٤/٠٥/٢٠,13,0,13
١٣٩٤/٠٥/٢١,7,0,7
١٣٩٤/٠٥/٢٢,7,0,7
١٣٩٤/٠٥/٢٣,6,0,6
١٣٩٤/٠٥/٢٤,9,0,9
١٣٩٤/٠٥/٢٥,8,0,8
١٣٩٤/٠٥/٢٦,12,0,12
١٣٩٤/٠٥/٢٧,7,0,7
١٣٩٤/٠٥/٢٨,11,0,11
١٣٩٤/٠٥/٢٩,7,0,7
١٣٩٤/٠٥/٣٠,9,0,9
١٣٩٤/٠٦/٠٢,9,0,9
١٣٩٤/٠٦/٠٣,9,0,9
١٣٩٤/٠٦/٠٤,6,0,6
١٣٩٤/٠٦/٠٥,10,0,10
١٣٩٤/٠٦/٠٦,11,0,11
١٣٩٤/٠٦/٠٧,5,0,5
١٣٩٤/٠٦/٠٨,5,0,5
١٣٩٤/٠٦/٠٩,5,0,5
١٣٩٤/٠٦/١٠,12,0,12
١٣٩٤/٠٦/١١,12,0,12
١٣٩٤/٠٦/١٢,7,0,7
١٣٩٤/٠٦/١٣,4,0,4
١٣٩٤/٠٦/١٤,5,0,5
١٣٩٤/٠٦/١٥,12,0,12
١٣٩٤/٠٦/١٦,9,0,9
١٣٩٤/٠٦/١٧,11,0,11
١٣٩٤/٠٦/١٨,9,0,9
١٣٩٤/٠٦/١٩,8,0,8
١٣٩٤/٠٦/٢٠,5,0,5
١٣٩٤/٠٦/٢١,5,0,5
١٣٩٤/٠٦/٢٢,10,0,10
١٣٩٤/٠٦/٢٣,11,0,11
١٣٩٤/٠٦/٢٤,4,0,4
١٣٩٤/٠٦/٢٥,10,0,10
١٣٩٤/٠٦/٢٦,8,0,8
١٣٩٤/٠٦/٢٧,6,0,6
١٣٩٤/٠٦/٢٨,4,0,4
١٣٩٤/٠٦/٢٩,8,0,8
١٣٩٤/٠٧/٠١,3,0,3
١٣٩٤/٠٧/٠٢,5,0,5
١٣٩٤/٠٧/٠٣,8,0,8
١٣٩٤/٠٧/٠٤,2,0,2
١٣٩٤/٠٧/٠٥,6,0,6
١٣٩٤/٠٧/٠٦,6,0,6
١٣٩٤/٠٧/٠٧,7,0,7
١٣٩٤/٠٧/٠٨,8,0,8
١٣٩٤/٠٧/٠٩,10,0,10
١٣٩٤/٠٧/١٠,6,0,6
١٣٩٤/٠٧/١١,7,0,7
١٣٩٤/٠٧/١٢,2,0,2
١٣٩٤/٠٧/١٣,6,0,6
١٣٩٤/٠٧/١٤,10,0,10
١٣٩٤/٠٧/١٥,5,0,5
١٣٩٤/٠٧/١٦,6,0,6
١٣٩٤/٠٧/١٧,7,0,7
١٣٩٤/٠٧/١٨,4,0,4
١٣٩٤/٠٧/١٩,12,0,12
١٣٩٤/٠٧/٢٠,6,0,6
١٣٩٤/٠٧/٢١,10,0,10
١٣٩٤/٠٧/٢٢,9,0,9
١٣٩٤/٠٧/٢٣,11,0,11
١٣٩٤/٠٧/٢٤,5,0,5
١٣٩٤/٠٧/٢٥,9,0,9
١٣٩٤/٠٧/٢٦,5,0,5
١٣٩٤/٠٧/٢٧,4,0,4
١٣٩٤/٠٧/٢٨,8,0,8
١٣٩٤/٠٧/٢٩,8,0,8
١٣٩٤/٠٧/٣٠,4,0,4
١٣٩٤/٠٨/٠١,7,0,7
١٣٩٤/٠٨/٠٢,7,0,7
١٣٩٤/٠٨/٠٣,6,0,6
١٣٩٤/٠٨/٠٤,4,0,4
١٣٩٤/٠٨/٠٥,5,0,5
١٣٩٤/٠٨/٠٦,5,0,5
١٣٩٤/٠٨/٠٧,6,0,6
١٣٩٤/٠٨/٠٨,8,0,8
١٣٩٤/٠٨/٠٩,8,0,8
١٣٩٤/٠٨/١٠,7,0,7
١٣٩٤/٠٨/١١,6,0,6
١٣٩٤/٠٨/١٢,4,0,4
١٣٩٤/٠٨/١٣,4,0,4
١٣٩٤/٠٨/١٤,7,0,7
١٣٩٤/٠٨/١٥,12,0,12
١٣٩٤/٠٨/١٦,6,0,6
١٣٩٤/٠٨/١٧,7,0,7
١٣٩٤/٠٨/١٨,5,0,5
١٣٩٤/٠٨/١٩,9,0,9
١٣٩٤/٠٨/٢٠,4,0,4
١٣٩٤/٠٨/٢١,3,0,3
١٣٩٤/٠٨/٢٢,7,0,7
١٣٩٤/٠٨/٢٣,2,0,2
١٣٩٤/٠٨/٢٤,7,0,7
١٣٩٤/٠٨/٢٥,6,0,6
١٣٩٤/٠٨/٢٦,7,0,7
١٣٩٤/٠٨/٢٧,5,0,5
١٣٩٤/٠٨/٢٨,5,0,5
١٣٩٤/٠٨/٢٩,3,0,3
١٣٩٤/٠٩/٠١,6,0,6
١٣٩٤/٠٩/٠٢,5,0,5
١٣٩٤/٠٩/٠٣,5,0,5
١٣٩٤/٠٩/٠٤,6,0,6
١٣٩٤/٠٩/٠٥,11,0,11
١٣٩٤/٠٩/٠٦,8,0,8
١٣٩٤/٠٩/٠٧,8,0,8
١٣٩٤/٠٩/٠٨,4,0,4
١٣٩٤/٠٩/٠٩,6,0,6
١٣٩٤/٠٩/١٠,8,0,8
١٣٩٤/٠٩/١١,9,0,9
١٣٩٤/٠٩/١٢,8,0,8
١٣٩٤/٠٩/١٣,12,0,12
١٣٩٤/٠٩/١٤,5,0,5
١٣٩٤/٠٩/١٥,12,0,12
١٣٩٤/٠٩/١٦,10,0,10
١٣٩٤/٠٩/١٧,5,0,5
١٣٩٤/٠٩/١٨,9,0,9
١٣٩٤/٠٩/١٩,11,0,11
١٣٩٤/٠٩/٢٠,13,0,13
١٣٩٤/٠٩/٢١,10,0,10
١٣٩٤/٠٩/٢٢,7,0,7
١٣٩٤/٠٩/٢٣,12,0,12
١٣٩٤/٠٩/٢٤,9,0,9
١٣٩٤/٠٩/٢٥,3,0,3
١٣٩٤/٠٩/٢٦,5,0,5
١٣٩٤/٠٩/٢٧,6,0,6
١٣٩٤/٠٩/٢٨,8,0,8
١٣٩٤/٠٩/٢٩,5,0,5
١٣٩٤/١٠/٠١,7,0,7
١٣٩٤/١٠/٠٢,7,0,7
١٣٩٤/١٠/٠٣,3,0,3
١٣٩٤/١٠/٠٤,7,0,7
١٣٩٤/١٠/٠٥,3,0,3
١٣٩٤/١٠/٠٦,9,0,9
١٣٩٤/١٠/٠٧,3,0,3
١٣٩٤/١٠/٠٨,4,0,4
١٣٩٤/١٠/٠٩,13,0,13
١٣٩٤/١٠/١٠,11,0,11
١٣٩٤/١٠/١١,5,0,5
١٣٩٤/١٠/١٢,7,0,7
١٣٩٤/١٠/١٣,7,0,7
١٣٩٤/١٠/١٤,11,0,11
١٣٩٤/١٠/١٥,13,0,13
١٣٩٤/١٠/١٦,4,0,4
١٣٩٤/١٠/١٧,5,0,5
١٣٩٤/١٠/١٨,7,0,7
١٣٩٤/١٠/١٩,8,0,8
١٣٩٤/١٠/٢٠,10,0,10
١٣٩٤/١٠/٢١,11,0,11
١٣٩٤/١٠/٢٢,5,0,5
١٣٩٤/١٠/٢٣,15,0,15
١٣٩٤/١٠/٢٤,7,0,7
١٣٩٤/١٠/٢٥,8,0,8
١٣٩٤/١٠/٢٦,9,0,9
١٣٩٤/١٠/٢٧,4,0,4
١٣٩٤/١٠/٢٨,2,0,2
١٣٩٤/١٠/٢٩,12,0,12
١٣٩٤/١٠/٣٠,9,0,9
١٣٩٤/١١/٠١,6,0,6
١٣٩٤/١١/٠٢,3,0,3
١٣٩٤/١١/٠٣,1,0,1
١٣٩٤/١١/٠٤,6,0,6
١٣٩٤/١١/٠٥,2,0,2
١٣٩٤/١١/٠٦,7,0,7
١٣٩٤/١١/٠٧,5,0,5
١٣٩٤/١١/٠٨,11,0,11
١٣٩٤/١١/٠٩,7,0,7
١٣٩٤/١١/١٠,4,0,4
١٣٩٤/١١/١١,5,0,5
١٣٩٤/١١/١٢,8,0,8
١٣٩٤/١١/١٣,7,0,7
١٣٩٤/١١/١٤,5,0,5
١٣٩٤/١١/١٥,9,0,9
١٣٩٤/١١/١٦,10,0,10
١٣٩٤/١١/١٧,6,0,6
١٣٩٤/١١/١٨,6,0,6
١٣٩٤/١١/١٩,8,0,8
١٣٩٤/١١/٢٠,9,0,9
١٣٩٤/١١/٢١,4,0,4
١٣٩٤/١١/٢٢,6,0,6
١٣٩٤/١١/٢٣,10,0,10
١٣٩٤/١١/٢٤,8,0,8
١٣٩٤/١١/٢٥,6,0,6
١٣٩٤/١١/٢٦,14,0,14
١٣٩٤/١١/٢٧,3,0,3
١٣٩٤/١١/٢٨,8,0,8
١٣٩٤/١١/٢٩,12,0,12
١٣٩٤/١١/٣٠,7,0,7
١٣٩٤/١٢/٠١,5,0,5
١٣٩٤/١٢/٠٢,6,0,6
١٣٩٤/١٢/٠٣,6,0,6
١٣٩٤/١٢/٠٤,4,0,4
١٣٩٤/١٢/٠٥,8,0,8
١٣٩٤/١٢/٠٦,6,0,6
١٣٩٤/١٢/٠٧,4,0,4
١٣٩٤/١٢/٠٨,6,0,6
١٣٩٤/١٢/٠٩,9,0,9
١٣٩٤/١٢/١٠,3,0,3
١٣٩٤/١٢/١١,3,0,3
١٣٩٤/١٢/١٢,8,0,8
١٣٩٤/١٢/١٣,6,0,6
١٣٩٤/١٢/١٤,10,0,10
١٣٩٤/١٢/١٥,12,0,12
١٣٩٤/١٢/١٦,9,0,9
١٣٩٤/١٢/١٧,7,0,7
١٣٩٤/١٢/١٨,10,0,10
١٣٩٤/١٢/١٩,5,0,5
١٣٩٤/١٢/٢٠,6,0,6
١٣٩٤/١٢/٢١,10,0,10
١٣٩٤/١٢/٢٢,15,0,15
١٣٩٤/١٢/٢٣,9,0,9
١٣٩٤/١٢/٢٤,9,0,9
١٣٩٤/١٢/٢٥,9,0,9
١٣٩٤/١٢/٢٦,10,0,10
١٣٩٤/١٢/٢٧,7,0,7
١٣٩٤/١٢/٢٨,10,0,10
١٣٩٤/١٢/٢٩,2,0,2
١٣٩٥/٠١/٠١,5,0,5
١٣٩٥/٠١/٠٢,10,0,10
١٣٩٥/٠١/٠٣,4,0,4
١٣٩٥/٠١/٠٤,7,0,7
١٣٩٥/٠١/٠٥,10,0,10
١٣٩٥/٠١/٠٦,10,0,10
١٣٩٥/٠١/٠٧,6,0,6
١٣٩٥/٠١/٠٨,5,0,5
١٣٩٥/٠١/٠٩,7,0,7
١٣٩٥/٠١/١٠,8,0,8
١٣٩٥/٠١/١١,7,0,7
١٣٩٥/٠١/١٢,6,0,6
١٣٩٥/٠١/١٣,8,0,8
١٣٩٥/٠١/١٤,9,0,9
١٣٩٥/٠١/١٥,8,0,8
١٣٩٥/٠١/١٦,5,0,5
١٣٩٥/٠١/١٧,8,0,8
١٣٩٥/٠١/١٨,11,0,11
١٣٩٥/٠١/١٩,15,0,15
١٣٩٥/٠١/٢٠,5,0,5
١٣٩٥/٠١/٢١,10,0,10
١٣٩٥/٠١/٢٢,11,0,11
١٣٩٥/٠١/٢٣,6,0,6
١٣٩٥/٠١/٢٤,8,0,8
١٣٩٥/٠١/٢٥,12,0,12
١٣٩٥/٠١/٢٦,5,0,5
١٣٩٥/٠١/٢٧,9,0,9
١٣٩٥/٠١/٢٨,6,0,6
١٣٩٥/٠١/٢٩,6,0,6
١٣٩٥/٠١/٣٠,5,0,5
١٣٩٥/٠٢/٠١,9,0,9
١٣٩٥/٠٢/٠٢,11,0,11
١٣٩٥/٠٢/٠٣,5,0,5
١٣٩٥/٠٢/٠٤,9,0,9
١٣٩٥/٠٢/٠٥,9,0,9
١٣٩٥/٠٢/٠٦,11,0,11
١٣٩٥/٠٢/٠٧,15,0,15
١٣٩٥/٠٢/٠٨,9,0,9
١٣٩٥/٠٢/٠٩,6,0,6
١٣٩٥/٠٢/١٠,8,0,8
١٣٩٥/٠٢/١١,11,0,11
١٣٩٥/٠٢/١٢,15,0,15
١٣٩٥/٠٢/١٣,8,0,8
١٣٩٥/٠٢/١٤,6,0,6
١٣٩٥/٠٢/١٥,16,0,16
١٣٩٥/٠٢/١٦,7,0,7
١٣٩٥/٠٢/١٧,2,0,2
١٣٩٥/٠٢/١٨,2,0,2
١٣٩٥/٠٢/١٩,6,0,6
١٣٩٥/٠٢/٢٠,7,0,7
١٣٩٥/٠٢/٢١,8,0,8
١٣٩٥/٠٢/٢٢,10,0,10
١٣٩٥/٠٢/٢٣,5,0,5
١٣٩٥/٠٢/٢٤,11,0,11
١٣٩٥/٠٢/٢٥,11,0,11
١٣٩٥/٠٢/٢٦,3,0,3
١٣٩٥/٠٢/٢٧,7,0,7
١٣٩٥/٠٢/٢٨,10,0,10
١٣٩٥/٠٢/٢٩,3,0,3
١٣٩٥/٠٣/٠١,11,0,11
١٣٩٥/٠٣/٠٢,10,0,10
١٣٩٥/٠٣/٠٣,5,0,5
١٣٩٥/٠٣/٠٤,11,0,11
١٣٩٥/٠٣/٠٥,9,0,9
١٣٩٥/٠٣/٠٦,6,0,6
١٣٩٥/٠٣/٠٧,11,0,11
١٣٩٥/٠٣/٠٨,5,0,5
١٣٩٥/٠٣/٠٩,11,0,11
١٣٩٥/٠٣/١٠,8,0,8
١٣٩٥/٠٣/١١,18,0,18
١٣٩٥/٠٣/١٢,8,0,8
١٣٩٥/٠٣/١٣,6,0,6
١٣٩٥/٠٣/١٤,7,0,7
١٣٩٥/٠٣/١٥,11,0,11
١٣٩٥/٠٣/١٦,7,0,7
١٣٩٥/٠٣/١٧,12,0,12
١٣٩٥/٠٣/١٨,7,0,7
١٣٩٥/٠٣/١٩,4,0,4
١٣٩٥/٠٣/٢٠,6,0,6
١٣٩٥/٠٣/٢١,11,0,11
١٣٩٥/٠٣/٢٢,7,0,7
١٣٩٥/٠٣/٢٣,7,0,7
١٣٩٥/٠٣/٢٤,4,0,4
١٣٩٥/٠٣/٢٥,7,0,7
١٣٩٥/٠٣/٢٦,8,0,8
١٣٩٥/٠٣/٢٧,9,0,9
١٣٩٥/٠٣/٢٨,8,0,8
١٣٩٥/٠٣/٢٩,9,0,9
١٣٩٥/٠٣/٣٠,11,0,11
١٣٩٥/٠٤/٠١,7,0,7
١٣٩٥/٠٤/٠٢,10,0,10
١٣٩٥/٠٤/٠٣,9,0,9
١٣٩٥/٠٤/٠٤,9,0,9
١٣٩٥/٠٤/٠٥,6,0,6
١٣٩٥/٠٤/٠٦,6,0,6
١٣٩٥/٠٤/٠٧,7,0,7
١٣٩٥/٠٤/٠٨,7,0,7
١٣٩٥/٠٤/٠٩,11,0,11
١٣٩٥/٠٤/١٠,2,0,2
١٣٩٥/٠٤/١١,6,0,6
١٣٩٥/٠٤/١٢,8,0,8
١٣٩٥/٠٤/١٣,7,0,7
١٣٩٥/٠٤/١٤,6,0,6
١٣٩٥/٠٤/١٥,10,0,10
١٣٩٥/٠٤/١٦,11,0,11
١٣٩٥/٠٤/١٧,9,0,9
١٣٩٥/٠٤/١٨,7,0,7
١٣٩٥/٠٤/١٩,7,0,7
١٣٩٥/٠٤/٢٠,10,0,10
١٣٩٥/٠٤/٢١,9,0,9
١٣٩٥/٠٤/٢٢,12,0,12
١٣٩٥/٠٤/٢٣,9,0,9
١٣٩٥/٠٤/٢٤,12,0,12
١٣٩٥/٠٤/٢٥,8,0,8
١٣٩٥/٠٤/٢٦,3,0,3
١٣٩٥/٠٤/٢٧,7,0,7
١٣٩٥/٠٤/٢٨,15,0,15
١٣٩٥/٠٤/٢٩,3,0,3
١٣٩٥/٠٤/٣٠,9,0,9
١٣٩٥/٠٥/٠١,12,0,12
١٣٩٥/٠٥/٠٢,7,0,7
١٣٩٥/٠٥/٠٣,12,0,12
١٣٩٥/٠٥/٠٤,8,0,8
١٣٩٥/٠٥/٠٥,8,0,8
١٣٩٥/٠٥/٠٦,10,0,10
١٣٩٥/٠٥/٠٧,4,0,4
١٣٩٥/٠٥/٠٨,9,0,9
١٣٩٥/٠٥/٠٩,6,0,6
١٣٩٥/٠٥/١٠,8,0,8
١٣٩٥/٠٥/١١,7,0,7
١٣٩٥/٠٥/١٢,6,0,6
١٣٩٥/٠٥/١٣,6,0,6
١٣٩٥/٠٥/١٤,13,0,13
١٣٩٥/٠٥/١٥,8,0,8
١٣٩٥/٠٥/١٦,7,0,7
١٣٩٥/٠٥/١٧,11,0,11
١٣٩٥/٠٥/١٨,9,0,9
١٣٩٥/٠٥/١٩,7,0,7
١٣٩٥/٠٥/٢٠,8,0,8
١٣٩٥/٠٥/٢١,6,0,6
١٣٩٥/٠٥/٢٢,7,0,7
١٣٩٥/٠٥/٢٣,13,0,13
١٣٩٥/٠٥/٢٤,8,0,8
١٣٩٥/٠٥/٢٥,10,0,10
١٣٩٥/٠٥/٢٦,9,0,9
١٣٩٥/٠٥/٢٧,5,0,5
١٣٩٥/٠٥/٢٨,7,0,7
١٣٩٥/٠٥/٢٩,6,0,6
١٣٩٥/٠٦/٠١,13,0,13
١٣٩٥/٠٦/٠٢,15,0,15
١٣٩٥/٠٦/٠٣,12,0,12
١٣٩٥/٠٦/٠٤,4,0,4
١٣٩٥/٠٦/٠٥,10,0,10
١٣٩٥/٠٦/٠٦,7,0,7
١٣٩٥/٠٦/٠٧,8,0,8
١٣٩٥/٠٦/٠٨,9,0,9
١٣٩٥/٠٦/٠٩,13,0,13
١٣٩٥/٠٦/١٠,6,0,6
١٣٩٥/٠٦/١١,5,0,5
١٣٩٥/٠٦/١٢,9,0,9
١٣٩٥/٠٦/١٣,9,0,9
١٣٩٥/٠٦/١٤,7,0,7
١٣٩٥/٠٦/١٥,9,0,9
١٣٩٥/٠٦/١٦,6,0,6
١٣٩٥/٠٦/١٧,9,0,9
١٣٩٥/٠٦/١٨,11,0,11
١٣٩٥/٠٦/١٩,9,0,9
١٣٩٥/٠٦/٢٠,14,0,14
١٣٩٥/٠٦/٢١,7,0,7
١٣٩٥/٠٦/٢٢,4,0,4
١٣٩٥/٠٦/٢٣,9,0,9
١٣٩٥/٠٦/٢٤,8,0,8
١٣٩٥/٠٦/٢٥,8,0,8
١٣٩٥/٠٦/٢٦,4,0,4
١٣٩٥/٠٦/٢٧,9,0,9
١٣٩٥/٠٦/٢٨,7,0,7
١٣٩٥/٠٦/٢٩,10,0,10
١٣٩٥/٠٦/٣٠,9,0,9
١٣٩٥/٠٧/٠١,12,0,12
١٣٩٥/٠٧/٠٢,4,0,4
١٣٩٥/٠٧/٠٣,7,0,7
١٣٩٥/٠٧/٠٤,10,0,10
١٣٩٥/٠٧/٠٥,5,0,5
١٣٩٥/٠٧/٠٦,12,0,12
١٣٩٥/٠٧/٠٧,13,0,13
١٣٩٥/٠٧/٠٨,2,0,2
١٣٩٥/٠٧/٠٩,6,0,6
١٣٩٥/٠٧/١٠,6,0,6
١٣٩٥/٠٧/١١,6,0,6
١٣٩٥/٠٧/١٢,6,0,6
١٣٩٥/٠٧/١٣,11,0,11
١٣٩٥/٠٧/١٤,11,0,11
١٣٩٥/٠٧/١٥,8,0,8
١٣٩٥/٠٧/١٦,9,0,9
١٣٩٥/٠٧/١٧,11,0,11
١٣٩٥/٠٧/١٨,11,0,11
١٣٩٥/٠٧/١٩,7,0,7
١٣٩٥/٠٧/٢٠,8,0,8
١٣٩٥/٠٧/٢١,8,0,8
١٣٩٥/٠٧/٢٢,4,0,4
١٣٩٥/٠٧/٢٣,11,0,11
١٣٩٥/٠٧/٢٤,10,0,10
١٣٩٥/٠٧/٢٥,14,0,14
١٣٩٥/٠٧/٢٦,12,0,12
١٣٩٥/٠٧/٢٧,8,0,8
١٣٩٥/٠٧/٢٨,10,0,10
١٣٩٥/٠٧/٢٩,7,0,7
١٣٩٥/٠٨/٠١,10,0,10
١٣٩٥/٠٨/٠٢,3,0,3
١٣٩٥/٠٨/٠٣,6,0,6
١٣٩٥/٠٨/٠٤,9,0,9
١٣٩٥/٠٨/٠٥,8,0,8
١٣٩٥/٠٨/٠٦,11,0,11
١٣٩٥/٠٨/٠٧,7,0,7
١٣٩٥/٠٨/٠٨,12,0,12
١٣٩٥/٠٨/٠٩,10,0,10
١٣٩٥/٠٨/١٠,12,0,12
١٣٩٥/٠٨/١١,9,0,9
١٣٩٥/٠٨/١٢,6,0,6
١٣٩٥/٠٨/١٣,7,0,7
١٣٩٥/٠٨/١٤,7,0,7
١٣٩٥/٠٨/١٥,14,0,14
١٣٩٥/٠٨/١٦,9,0,9
١٣٩٥/٠٨/١٧,9,0,9
١٣٩٥/٠٨/١٨,8,0,8
١٣٩٥/٠٨/١٩,9,0,9
١٣٩٥/٠٨/٢٠,7,0,7
١٣٩٥/٠٨/٢١,3,0,3
١٣٩٥/٠٨/٢٢,12,0,12
١٣٩٥/٠٨/٢٣,10,0,10
١٣٩٥/٠٨/٢٤,8,0,8
١٣٩٥/٠٨/٢٥,4,0,4
١٣٩٥/٠٨/٢٦,11,0,11
١٣٩٥/٠٨/٢٧,12,0,12
١٣٩٥/٠٨/٢٨,5,0,5
١٣٩٥/٠٨/٢٩,11,0,11
١٣٩٥/٠٩/٠١,9,0,9
١٣٩٥/٠٩/٠٢,6,0,6
١٣٩٥/٠٩/٠٣,10,0,10
١٣٩٥/٠٩/٠٤,8,0,8
١٣٩٥/٠٩/٠٥,5,0,5
١٣٩٥/٠٩/٠٦,7,0,7
١٣٩٥/٠٩/٠٧,8,0,8
١٣٩٥/٠٩/٠٨,9,0,9
١٣٩٥/٠٩/٠٩,4,0,4
١٣٩٥/٠٩/١٠,8,0,8
١٣٩٥/٠٩/١١,10,0,10
١٣٩٥/٠٩/١٢,5,0,5
١٣٩٥/٠٩/١٣,9,0,9
١٣٩٥/٠٩/١٤,10,0,10
١٣٩٥/٠٩/١٥,17,0,17
١٣٩٥/٠٩/١٦,11,0,11
١٣٩٥/٠٩/١٧,5,0,5
١٣٩٥/٠٩/١٨,7,0,7
١٣٩٥/٠٩/١٩,3,0,3
١٣٩٥/٠٩/٢٠,5,0,5
١٣٩٥/٠٩/٢١,11,0,11
١٣٩٥/٠٩/٢٢,5,0,5
١٣٩٥/٠٩/٢٣,7,0,7
١٣٩٥/٠٩/٢٤,8,0,8
١٣٩٥/٠٩/٢٥,7,0,7
١٣٩٥/٠٩/٢٦,5,0,5
١٣٩٥/٠٩/٢٧,9,0,9
١٣٩٥/٠٩/٢٨,3,0,3
١٣٩٥/٠٩/٢٩,9,0,9
١٣٩٥/٠٩/٣٠,9,0,9
١٣٩٥/١٠/٠١,5,0,5
١٣٩٥/١٠/٠٢,14,0,14
١٣٩٥/١٠/٠٣,13,0,13
١٣٩٥/١٠/٠٤,10,0,10
١٣٩٥/١٠/٠٥,4,0,4
١٣٩٥/١٠/٠٦,12,0,12
١٣٩٥/١٠/٠٧,14,0,14
١٣٩٥/١٠/٠٨,7,0,7
١٣٩٥/١٠/٠٩,17,0,17
١٣٩٥/١٠/١٠,11,0,11
١٣٩٥/١٠/١١,12,0,12
١٣٩٥/١٠/١٢,9,0,9
١٣٩٥/١٠/١٣,6,0,6
١٣٩٥/١٠/١٤,5,0,5
١٣٩٥/١٠/١٥,5,0,5
١٣٩٥/١٠/١٦,9,0,9
١٣٩٥/١٠/١٧,4,0,4
١٣٩٥/١٠/١٨,10,0,10
١٣٩٥/١٠/١٩,12,0,12
١٣٩٥/١٠/٢٠,6,0,6
١٣٩٥/١٠/٢١,7,0,7
١٣٩٥/١٠/٢٢,2,0,2
١٣٩٥/١٠/٢٣,6,0,6
١٣٩٥/١٠/٢٤,7,0,7
١٣٩٥/١٠/٢٥,3,0,3
١٣٩٥/١٠/٢٦,12,0,12
١٣٩٥/١٠/٢٧,10,0,10
١٣٩٥/١٠/٢٨,12,0,12
١٣٩٥/١٠/٢٩,10,0,10
١٣٩٥/١١/٠١,6,0,6
١٣٩٥/١١/٠٢,9,0,9
١٣٩٥/١١/٠٣,5,0,5
١٣٩٥/١١/٠٤,7,0,7
١٣٩٥/١١/٠٥,11,0,11
١٣٩٥/١١/٠٦,7,0,7
١٣٩٥/١١/٠٧,10,0,10
١٣٩٥/١١/٠٨,9,0,9
١٣٩٥/١١/٠٩,9,0,9
١٣٩٥/١١/١٠,5,0,5
١٣٩٥/١١/١١,9,0,9
١٣٩٥/١١/١٢,6,0,6
١٣٩٥/١١/١٣,13,0,13
١٣٩٥/١١/١٤,12,0,12
١٣٩٥/١١/١٥,6,0,6
١٣٩٥/١١/١٦,8,0,8
١٣٩٥/١١/١٧,9,0,9
١٣٩٥/١١/١٨,12,0,12
١٣٩٥/١١/١٩,9,0,9
١٣٩٥/١١/٢٠,7,0,7
١٣٩٥/١١/٢١,5,0,5
١٣٩٥/١١/٢٢,8,0,8
١٣٩٥/١١/٢٣,11,0,11
١٣٩٥/١١/٢٤,11,0,11
١٣٩٥/١١/٢٥,9,0,9
١٣٩٥/١١/٢٦,7,0,7
١٣٩٥/١١/٢٧,7,0,7
١٣٩٥/١١/٢٨,9,0,9
١٣٩٥/١١/٢٩,8,0,8
١٣٩٥/١١/٣٠,11,0,11
١٣٩٥/١٢/٠١,4,0,4
١٣٩٥/١٢/٠٢,5,0,5
١٣٩٥/١٢/٠٣,6,0,6
١٣٩٥/١٢/٠٤,8,0,8
١٣٩٥/١٢/٠٥,7,0,7
١٣٩٥/١٢/٠٦,9,0,9
١٣٩٥/١٢/٠٧,15,0,15
١٣٩٥/١٢/٠٨,11,0,11
١٣٩٥/١٢/٠٩,8,0,8
١٣٩٥/١٢/١٠,7,0,7
١٣٩٥/١٢/١١,9,0,9
١٣٩٥/١٢/١٢,5,0,5
١٣٩٥/١٢/١٣,8,0,8
١٣٩٥/١٢/١٤,9,0,9
١٣٩٥/١٢/١٥,7,0,7
١٣٩٥/١٢/١٦,7,0,7
١٣٩٥/١٢/١٧,12,0,12
١٣٩٥/١٢/١٨,7,0,7
١٣٩٥/١٢/١٩,3,0,3
١٣٩٥/١٢/٢٠,4,0,4
١٣٩٥/١٢/٢١,8,0,8
١٣٩٥/١٢/٢٢,11,0,11
١٣٩٥/١٢/٢٣,6,0,6
١٣٩٥/١٢/٢٤,6,0,6
١٣٩٥/١٢/٢٥,8,0,8
١٣٩٥/١٢/٢٦,15,0,15
١٣٩٥/١٢/٢٧,5,0,5
١٣٩٥/١٢/٢٨,12,0,12
١٣٩٥/١٢/٢٩,7,0,7
١٣٩٦/٠١/٠١,11,0,11
١٣٩٦/٠١/٠٢,16,0,16
١٣٩٦/٠١/٠٣,9,0,9
١٣٩٦/٠١/٠٤,10,0,10
١٣٩٦/٠١/٠٥,11,0,11
١٣٩٦/٠١/٠٦,3,0,3
١٣٩٦/٠١/٠٧,5,0,5
١٣٩٦/٠١/٠٨,11,0,11
